filename,comet_score_no_rag,comet_score_rag
Rapport d'audit technique Vaudrimesnil + commentaire EDPR.pdf,0.8478211760520935,0.8484927415847778
SQ_15830852.pdf,0.7950528264045715,0.7966824173927307
